PLAYER_NAME,USG_PCT,AST_PCT,REB_PCT,OREB_PCT,DREB_PCT,TS_PCT,E_TOV_PCT,PACE,MIN_TOTAL,GP,CLUSTER,ARCHETYPE,DIST_TO_CENTROID
Lucious Harris,0.15500000000000003,0.11349999999999999,0.051000000000000004,0.0305,0.07150000000000001,0.478,7.4,91.95,2628.4,142,0,3-and-D / Role Player,1.854055277836825
Luke Ridnour,0.17800000000000002,0.294,0.046000000000000006,0.02333333333333333,0.07033333333333334,0.502,11.033333333333333,92.31333333333333,6308.5,230,2,Ball-Dominant Playmaker,1.0245071334406717
Luke Walton,0.14366666666666666,0.21166666666666667,0.09233333333333334,0.06333333333333334,0.12333333333333334,0.49133333333333334,14.333333333333334,93.77666666666666,2814.2,202,0,3-and-D / Role Player,2.114477045120993
Luol Deng,0.21150000000000002,0.118,0.0965,0.052500000000000005,0.139,0.5065,10.05,94.645,4264.4,139,1,Scoring Big / Power Forward,1.2967302407169425
Luther Head,0.163,0.167,0.059,0.015,0.102,0.517,11.7,89.88,2312.0,80,2,Ball-Dominant Playmaker,1.930686923802257
Malik Allen,0.18133333333333335,0.05266666666666667,0.09700000000000002,0.069,0.125,0.48833333333333334,9.766666666666666,94.19666666666666,1833.3000000000002,135,1,Scoring Big / Power Forward,1.7182540356811482
Malik Rose,0.19333333333333336,0.08966666666666667,0.12433333333333334,0.08566666666666667,0.164,0.501,15.899999999999999,93.03333333333335,3850.8999999999996,215,3,Glass Anchor / Traditional Center,1.252000143993559
Manu Ginobili,0.22799999999999998,0.21666666666666667,0.074,0.03333333333333333,0.11333333333333333,0.5793333333333334,11.299999999999999,92.3,6267.4,216,2,Ball-Dominant Playmaker,1.7663310431158634
Marc Jackson,0.20433333333333334,0.06866666666666667,0.10866666666666668,0.085,0.13399999999999998,0.5193333333333333,11.4,92.51666666666667,3588.5,167,1,Scoring Big / Power Forward,0.9890962015619195
Marcus Banks,0.18833333333333335,0.23199999999999998,0.050666666666666665,0.022000000000000002,0.07733333333333332,0.5143333333333334,14.233333333333334,95.86,4015.5,220,2,Ball-Dominant Playmaker,1.9091130468500808
Marcus Camby,0.16833333333333333,0.10333333333333333,0.17166666666666666,0.08,0.259,0.505,10.9,95.40666666666668,6046.000000000001,194,3,Glass Anchor / Traditional Center,2.9294334287386663
Marcus Fizer,0.2373333333333333,0.09466666666666666,0.11399999999999999,0.046000000000000006,0.18833333333333332,0.5013333333333333,11.166666666666666,92.85333333333334,1681.4,103,1,Scoring Big / Power Forward,1.441028671743625
Mark Blount,0.18266666666666667,0.07566666666666666,0.103,0.06999999999999999,0.133,0.5696666666666667,16.53333333333333,94.27333333333333,6778.4,245,1,Scoring Big / Power Forward,2.131416433765363
Mark Madsen,0.08966666666666667,0.03333333333333333,0.10833333333333334,0.09699999999999999,0.12033333333333333,0.48633333333333334,18.099999999999998,91.24666666666667,2524.1000000000004,175,3,Glass Anchor / Traditional Center,2.4212107907376312
Marko Jaric,0.16333333333333333,0.256,0.054,0.023333333333333334,0.084,0.48100000000000004,11.866666666666667,91.47333333333334,5517.400000000001,183,2,Ball-Dominant Playmaker,1.3165967258471516
Marquis Daniels,0.19400000000000003,0.161,0.071,0.057666666666666665,0.08466666666666667,0.5183333333333334,10.0,93.96,4219.0,178,0,3-and-D / Role Player,1.3830690190565
Martell Webster,0.179,0.055,0.063,0.026,0.105,0.533,9.4,92.03,1067.5,61,0,3-and-D / Role Player,1.7693636922253329
Marvin Williams,0.161,0.052,0.102,0.064,0.142,0.523,10.5,95.34,1951.3,79,1,Scoring Big / Power Forward,1.7797085030770867
Matt Barnes,0.13066666666666668,0.10133333333333333,0.09866666666666667,0.07266666666666667,0.12633333333333333,0.5096666666666667,15.666666666666666,95.5,2060.0,137,3,Glass Anchor / Traditional Center,2.177341674511181
Matt Bonner,0.1475,0.0535,0.0915,0.0605,0.1245,0.589,6.15,93.995,3249.8,160,1,Scoring Big / Power Forward,2.5753899930973616
Matt Carroll,0.19566666666666666,0.056,0.057,0.022333333333333334,0.09433333333333334,0.5223333333333334,13.266666666666666,101.19666666666667,1777.2999999999997,119,0,3-and-D / Role Player,3.618207507998295
Matt Harpring,0.21066666666666667,0.09799999999999999,0.10666666666666667,0.08433333333333333,0.12933333333333333,0.5383333333333334,10.633333333333333,90.24333333333334,5658.7,180,1,Scoring Big / Power Forward,1.5533207655157244
Maurice Evans,0.158,0.072,0.077,0.068,0.087,0.528,7.65,93.045,2358.0,145,0,3-and-D / Role Player,1.9672333469396486
Maurice Taylor,0.20933333333333334,0.09133333333333334,0.10033333333333333,0.061,0.13833333333333334,0.496,15.233333333333334,90.67333333333333,4635.7,207,1,Scoring Big / Power Forward,2.013522608417468
Mehmet Okur,0.21633333333333335,0.113,0.1386666666666667,0.08900000000000001,0.18966666666666668,0.5536666666666666,11.233333333333334,90.26333333333334,6838.4,235,1,Scoring Big / Power Forward,1.9502267788725516
Melvin Ely,0.18833333333333335,0.08433333333333333,0.10099999999999999,0.08066666666666666,0.12266666666666666,0.49100000000000005,12.733333333333334,93.16666666666667,3518.1,178,1,Scoring Big / Power Forward,1.532685680341027
Metta World Peace,0.24866666666666667,0.16833333333333333,0.07533333333333334,0.035333333333333335,0.11299999999999999,0.5366666666666666,10.200000000000001,91.49333333333334,5211.800000000001,136,2,Ball-Dominant Playmaker,1.787936124071936
Michael Curry,0.089,0.095,0.046,0.025500000000000002,0.0665,0.4605,12.2,90.275,1477.0,88,0,3-and-D / Role Player,2.90696629141591
